Identifier,Label,Status,Description,Created,Modified,History notes,Type
382,Scaffolding and hoarding licence,Live,Any scaffold or hoarding which encroaches or projects over the highway requires a scaffold permit. These permits are only issued to the scaffolding company.,2013-04-03,2019-01-25,Added scope notes in version 2.02. Scope notes changed in version 3.00 to include Scottish legislation. Term name changed from 'Licence - scaffolding and hoarding' to 'Licences - obstructions - scaffolding and hoarding' in version 3.00. Name changed to 'Scaffolding and hoarding licence' in version 4.00.,Service
1342,Scheme for certificate of design or construction,Live,An organisation may apply to deliver a particular scheme.  A scheme must be solely concerned with the certification of conformity with the building regulations with regard to certain aspects of either design or construction.,2013-04-03,2013-04-03,Added in version 3.09. Scope notes updated in version 4.00.,Service
1340,Scheme provider for certificate of design or construction,Live," An organisation that operates one or more schemes to certify compliance with building regulations for specified aspects of a project. The BSD criteria for approval of scheme providers include evidence of status, expertise in relevant aspects of design or construction, capacity to operate schemes, financial probity, and appropriate disciplinary procedures.",2013-04-03,2013-04-03,Added in version 3.09. Scope notes updated in version 4.00.,Service
705,School admission appeals,Live,A pupil may appeal for a place at any community school to which they apply and for which they have been refused a place. The responsibility for appeals rests with the local education authority.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School admissions - appeals' to 'Schools - admissions - appeals' in version 3.00. Name changed to 'School admission appeals' in version 4.00.,Service
31,School assessment  and performance,Live,"Performance and assessment reports help schools look at their strength and weaknesses, compare their performance with other schools and develop plans to raise their standards.",2013-04-03,2013-04-03,Term name changed from 'Attainment/performance' to 'Attainment/performance - schools' and scope notes added in version 2.02. Term name changed from 'Attainment/performance - schools' to 'Schools - assessment and performance' in version 3.00.  Term name changed to 'School assessment and performance' in version 4.00.,Service
35,School attendance and truancy,Live,"Schools and the education authority monitor absence and lateness and work with families and young people where the level of absence is giving cause for concern. 
In England this is done through the Attendance Advisory Service (formerly the Education Social Work Service) The AAS is the link between home and school.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 for clarity. Term name changed from 'Truancy' to 'Schools - truancy' in version 3.00.  Term name changed to 'School attendance and truancy' in version 4.00.,Service
42,School book purchase schemes,Live,The library services department offers book purchase schemes that allow schools easy and cost effective ways to buy books for their library.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Book purchase scheme' to 'Libraries - schools - book purchase scheme' in version 3.00.  Term name changed to 'School book purchase schemes' in version 4.00.,Service
1089,School breakfast clubs,Live,Provision of breakfast for pupils in schools.,2013-04-03,2013-04-03,Name changed to 'School breakfast clubs' in version 4.00,Service
886,School bullying and harassment policy,Live,"Schools should have a policy which sets out clearly what is considered as bullying and/or harassment, how pupils and parents should do if they suspect bullying is taking place and how the school should deal with reports of such incidents.",2013-04-03,2013-04-03,Term name changed from 'Bullying and harassment' to 'Schools - bullying and harassment policy' in version 3.00.,Service
37,School catering,Live,Schools have a duty to provide a paid meal on request and a free meal to those that are eligible. Nutritional standards are defined by Central Government and under central management the Local Education Authority must use the same menu and price in every school.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School catering' to 'Schools - catering' in version 3.00.  Term name changed to 'School catering' in version 4.00.,Service
1140,School closures,Live,Information about non-routine school closures (eg for bad weather) and how pupils and parents will be advised about such occurrences.,2013-04-03,2013-04-03,Name changed to 'School closures' in version 4.00.,Service
2,School clothing grants/vouchers,Live,The award of clothing grants or vouchers to assist with the cost of school clothing for families who are on benefits or on low income.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Educational awards and benefits- school clothing grants/vouchers' to 'Education - grants- school clothing grants/vouchers' in version 3.00. Term name changed to 'School clothing grants/vouchers'  in version 4.00.,Service
47,School clubs and activities,Live,"Schools may offer clubs and societies for students during lunch times, after school and during school holidays",2013-04-03,2013-04-03,"Added scope notes in version 2.02. Term name changed from 'Student organisations - youth groups, clubs and activities' to 'Schools - clubs and activities' in version 3.00. Term name changed to 'School clubs and activities' in version 4.00.",Service
630,School complaints procedure,Live,A complaint about an incident or school must be made to the headteacher. A further formal complaint can be made to the governing body and later to the authority with national responsibility for education. It is the responsibility of the local education authority to investigate complaints and to take appropriate action.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Complaints procedure - something that has happened at school' to 'Schools - complaints procedure' in version 3.00. Name changed to 'School complaints procedure' in version 4.00.,Service
573,School crossing patrols,Live,"Provision of school crossing patrols in locations where children frequently need to cross the road on their way to school (e.g. opposite school premises, at major road junctions near a school) and where children may be in danger from road traffic.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Name changed to 'school crossing patrols' in version 4.00.,Service
32,School curriculum,Live,"All school pupils aged 5 to 16 follow the national curriculum programme of study in full range of subjects. The education authority and the school governors have a responsibility to make sure that the National Curriculum is taught. 
In Scotland the 'National Priorities In Education', as approved by the Scottish Parliament in December 2000, are defined under the following headings: Achievement and Attainment; Framework for Learning; Inclusion and Equality; Values and Citizenship; Learning for Life",2013-04-03,2013-04-03,Term name changed from 'Curriculum' to 'School curriculum' and scope notes added in version 2.02. Scope notes updated to include Scotland in version 3.00. Term name changed from 'School curriculum' to 'Schools - curriculum' in version 3.00.  Term name changed to 'Schools  curriculum' in version 4.00.,Service
29,School governors,Live,"School governors are typically volunteers from the school's community. They must be aged 18 or over at the date of their election or appointment. They have three key roles of setting strategic direction, ensuring accountability and monitoring and evaluating school performance. 
In Scotland, parent councils replaced school boards. They help decide the direction, focus and ethos of schools, and represent and communicate with parents. Each school can write its own constitution for its parent council.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated to cover the full responsibility of the school board in version 3.00. Term name changed from 'School governors' to 'Schools - school boards' in version 3.00. Term name changed from 'Schools - school boards' to 'Schools - school governors' and 'Schools - parent councils' for Scotland. Term name changed to 'School governors' in version 4.00,Service
1459,School health and safety,Live,Schools are required to maintain a safe and suitable physical environment both inside and outside school buildings at all times for the welfare of their pupils and staff.,2013-04-03,2013-04-03,Added in version 3.09.,Service
889,School health promotion,Live,"Promotion of a healthy living environment for pupils and staff.  Health promotion addresses issues such as exercise, substances, emotional health and well-being, safety, sexual health and relationships and nutrition.",2013-04-03,2013-04-03,Term name changed from 'Health promotion' to 'Schools - health promotion' in version 3.00. Name changed to 'School health promotion' in version 4.00.,Service
18,School holiday schemes,Live,"Out of school holiday play schemes which provide care for school-aged children during school holidays, are usually on school premises or in local community buildings. The education authority generally operates a booking system, offering remaining places on a first come first served basis.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School holiday schemes' to 'Schools - holiday schemes' in version 3.00. Term name changed to 'School holiday schemes' in version 4.00.,Service
44,School library service loans,Live,The library services department offers a project loan service for individual teachers with specially selected resources for all subjects and key stages of the national curriculum.,2013-04-03,2019-01-25,Term name changed from 'Project loans' to 'School library - project loans' and scope notes added in version 2.02. Term name changed from 'School library - project loans' to 'Libraries - schools - project loans' in version 3.00. Term named changed to 'Schools Library Service - loans' in version 3.08. Term named changed to 'School library loans' in version 4.00. Name changed to 'School library service loans' 25/01/2019,Service
41,School library service training,Live,"The school library service works to provide advice, consultancy and training for head teachers, teachers and school librarians, to ensure that the school library is central to learning and supports the curriculum in their schools.",2013-04-03,2019-01-25,Term name changed from 'Information and advice' to 'School libraries - information and advice' and scope notes added in version 2.02. Term name changed from 'School libraries - information and advice' to 'Schools - libraries - advice and training' in version 3.00. Name changed to 'Schools Library Service - advice and training' in version 3.08. Name changed to 'School library service training' 25/01/2019,Service
45,School library visits,Live,"Visits to schools to give talks about books to children, or to parents and may also provide a storytelling service.",2013-04-03,2013-04-03,Term name changed from 'Talks' to 'Talks (school library)' and scope notes added in version 2.02. Term name changed from 'Talks (school library)' to 'Libraries - schools - talks' in version 3.00. Name changed to 'Schools Library Service - school visits and promotions' in version 3.08. Name changed to 'School library visits' in version 4.00.,Service
890,School nursing,Live,"School nurses provide confidential health advice for children and young people, reviewing the health of the school population and working with schools to create an environment that promotes healthy living.",2013-04-03,2013-04-03,Term name changed from 'School nursing' to 'Schools - nursing' in version 3.00. Name changed to 'School nursing' in version 4.00.,Service
15,School pupil records,Live,"A pupil's educational record is made up of their academic achievements, other skills and abilities and pupil reports. Also, communications of headteachers and teachers or other education authority employees form part of a pupil's record. These must be retained and parents or pupils may request to see them.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School records for an individual pupil' to 'Schools - pupil records' in version 3.00. Term name changed to 'School pupil records in version 4.00.,Service
1767,School register of attendance,Live,Schools must take the attendance register at the start of the first session of each school day and once during the second session. On each occasion they must record whether every pupil is: present;  attending an approved educational activity;  absent; or unable to attend due to exceptional circumstances.,2016-09-12,2016-09-12,Added in March 2016 review of legislation,Service
1454,School regulations and disciplinary procedures,Live,Regulations which apply to all schools including procedures to be followed in the event of any breach of the rules by pupils.,2013-04-03,2013-04-03,Added in version 3.09.,Service
1257,School SEN approval,Live,Approval is required for an independent school to be deemed as suitable for the admission of children with statements of special education needs,2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'School SEN approval' in version 4.00.,Service
1764,School session times,Live,"School session times (the timing of the school day) are set by the governing body of each school.  Governing bodies are expected to consult with parents, staff, local schools and the local authority on any proposal to change the school day or session times and to adhere to any regulations regarding the number of half day sessions in a school year.",2016-09-12,2016-09-12,Added in March 2016 review of legislation,Service
36,School term and holiday dates,Live,"The education authority set and publish school term and holiday dates for the forthcoming academic year. 
In the UK term dates are usually published for up to 3 years in advance.",2013-04-03,2013-04-03,"Added scope notes in version 2.02. Term name changed from 'Term, holiday and other closure dates' to 'Schools - term and holiday dates' in version 3.00. Term name changed to 'School term and holiday dates' in version 4.00.",Service
891,School transport,Live,"Local authorities must provide transport where they consider it necessary to ensure that a child goes to school. If transport is necessary, then it must be provided free of charge.  In most cases it is up to the local authority to decide what transport is necessary. Eligibility is usually determined according to age of the pupil and/or the distance which the pupil lives from school.",2013-04-03,2013-04-03,Term name changed from 'School transport' to 'Schools - transport' in version 3.00. Scopes notes updated in version 3.09. Name changed to 'School transport' in version 4.00.,Service
3,School transport - additional support,Discontinued,School transport may be provided for pupils from low income families where a child is not eligible for regular free school transport.  Eligibility is usually determined according to age of the pupil and/or the distance which the pupil lives from school.,2013-04-03,2019-01-25,Added scope notes in version 2.02. Term name changed from 'Educational awards and benefits - home to school travel support' to 'Education - grants - home to school travel support' in version 3.00. Name and scope notes updated in version 3.01 to include 17-19 year olds in further education. Term name changed from 'Education - grants - home to education establishment travel support' to 'Education - grants - home to school travel support' and scope notes updated in version 3.02. Scope notes updated in version 3.09. Term name changed to 'School transport - additional support' in version 4.00. Deprecated 25/01/2019. Not an LA service in England and Wales although may apply in other areas.,Service
735,School visits,Live,Schools or the LEA may arrange visits by pupils from short trips to local parks or museums to overnight stays in foreign countries. It is essential that all such visits are carried out with the highest regard for the safety and welfare of the pupils taking part in them.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated for clarification of service scope in version 3.00. Term name changed from 'Educational visits' to 'Schools - visits' in version 3.00. Name changed to 'School visits' in version 4.00.,Service
1461,Schools - permitted exemption (from curriculum),Live,Parents may give permission for their children to be exempted from attending school classes for religeous or cultural reasons.  Exempted students should be provided with alternative tuition when classes from which they are exempt are taking place.,2013-04-03,2013-04-03,Added in version 3.09.,Service
33,Schools development plans,Live,"Education Development Plans (EDPs) are documents in which an education authority, in consultation with schools and other stakeholders, sets out costed plans for school improvement and raising pupils standards.
In England EDPs are a statutory requirement of all education authorities.
In Scotland legislation integrates school development plans into the new School Improvement Framework. The education authorities have a role in ensuring that a development plan and a summary are prepared for each school. After consultation, the date set for these plans is by June each year. There are also now specific criteria outlined for these plans.",2013-04-03,2013-04-03,Added scope notes in version 2.02.Scope notes updated to include Scottish legislation in version 3.00. Term name changed from 'School and LEA plans' to 'Schools - development plans' in version 3.00. Term name changed to 'Schools development plans' in version 4.00.,Service
1773,Schools forum,Live,"The schools forum is made up of representatives from schools and academies in the local area. There is also some representation from non-school organisations, such as nursery and 16-19 education providers.  The forum acts as a consultative body on issues such as changes to the local funding formula, arrangements for children with special educational needs, in pupil referral units and in early years provision.  On other issues such as how much funding may be retained by the local authority within the dedicated schools grant (eg for providing an admissions service or providing additional funding for growing schools), proposed  carry forward of deficits etc. the schools forum acts as a decision making body.",2016-09-12,2016-09-12,Added in March 2016 review of legislation,Service
1011,Scientific services,Live,"The fundamental purpose of the Scientific Service is to protect the public from unfair or unsafe trade practices and to promote good health and clean environment for the benefit of local citizens and businesses.  The Service provides a scientific advisory and analytical service, of a quality acceptable to UK Government and the EC.  The service operates in four key areas - food standards, consumer safety, environmental protection and health and safety at work.",2013-04-03,2013-04-03,Name changed to 'Scientific services' in version 4.00.@en,Service
1064,Scottish Parliamentary information,Live,"The Partner Library network is the one of the most visible ways in which the Scottish Parliament delivers on its commitment to be open, accessible, accountable and participative.  Working in close co-operation with the public library sector, the Scottish Parliament has established a network of 80 Partner Libraries throughout Scotland - one in each parliamentary constituency, plus an additional seven mostly in the Highlands and islands, to reflect the unique geographic and transport problems faced by constituents in rural areas",2013-04-03,2013-04-03,Name changed to 'Scottish Parliamentary information' in version 4.00.,Service
1276,Scrap metal processing licence,Live,To manage scrap metal waste you need a licence or exemption status.,2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Scrap metal processing licence' in version 4.00.,Service
378,Scrap metal site registration,Live,Any business which deals in scrap metal must be registered with their local authority in order to operate.,2013-04-03,2019-01-25,Added scope notes in version 2.02. Scope notes updated in version 3.00 to cover Scottish legislation. Term name changed from 'Licence - scrap metal' to 'Licences - scrap metal - site licence' in version 3.00. Term name changed from 'Licences - scrap metal - site licence' to 'Registration - scrap metal - site registration' in version 3.03. Name changed to 'Scrap metal site registration' in version 4.00.,Service
1514,Seat belt and helmet medical exemptions,Live,Where a medical condition may make the wearing of a vehicle seat belt or a crash helmet difficult it may be possible to be exempted from any requirement to wear either.  Exemptions may be issued for a limited period of time and may be liable to a fee.,2010-10-14,2010-10-14,Added scope notes in version 3.11.,Service
682,Second hand dealer registration,Live,"A registration certificate, issued by the local authority, may be required by local legislation if a person sells second-hand goods.",2013-04-03,2019-01-25,Added scope notes in version 2.02. Scope notes changed in version 3.00 to cover Scottish legislation. Term name changed from 'Licence - second hand goods' to 'Licences - second hand goods' in version 3.00. Name changed to 'Second hand goods licence' in version 4.00. Name changed to 'Second hand dealer registration' 25/01/2019,Service
14,Secondary school places,Live,Dealing with requests for places at secondary schools from parents of prospective pupils. Allocation of school places according to education authority policy.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Secondary school places' to 'Schools - places - secondary' in version 3.00.  Term name changed to 'Secondary school places' in version 4.00.,Service
819,Securing premises after fire,Live,The local fire authority are responsible for securing premises after they have been damaged by fire to an extent which could either prove a danger to the public or leave the premises and contents accessible (i.e. unlocked).,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Securing premises after incidents' to 'Fire and rescue - securing premises after incidents' in version 3.00. Name changed to 'Securinf premises after fire' in version 4.00.,Service
1691,Selective area housing licences,Live,A landlord of any privately rented house or flat within an area which has been designated as a selective housing area must have a licence in order to let the property.  Licences typically last for 5 years and can be renewed.,2014-02-20,2014-02-20,,Service
1690,Selective housing areas,Live,Selective licensing gives local councils powers to regulate landlords and managing agents of private rented property in certain areas.   A council can designate any part of their local area as a selective licensing area with the aim of addressing the impact that rogue landlords and  anti-social tenants can have on a wider community.,2014-02-20,2014-02-20,,Service
740,Self drive boats licence,Live,"Any person wishing to use a boat or other craft in rivers and canals are required to register, or obtain a waterways licence, or pay a toll. The registration certificate expires usually on 31 December each year and requires renewal.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Licence - self drive boats' to 'Licences - self drive boats' in version 3.00. Name changed to 'Self drive boats licence' in version 4.00.,Service
1785,Self-build and custom build register,Live,Councils keep a register of individuals (or groups of individuals) who are interested in self building or custom  huilding their home.,2017-05-08,2017-05-08,Added in March 2017.,Service
1450,Self-build approval,Live,Anyone who wishes to self-build a property must obtain permission from the local planning authority to do so.  Permission is dependent upon the individual being able to prove his/her competence to carry out the building work. ,2013-04-03,2013-04-03,Added in version 3.09.,Service
1787,Sensory rooms and activities,Live,"Sensory rooms and facilities where children or adults with a disability or special needs can explore and develop their senses and skills. Features can include: soft play areas, padded floors and walls and interactive equipment.",2017-08-05,2017-05-08,Label and description modified to include other assistance in April 2020,Service
909,Septic tanks and cesspits,Live,"Cesspools and septic tanks should normally be emptied at least once a year to avoid problems occurring. Councils will usually provide this service for local residents and businesses under payment of the appropriate charge. 
Scottish water provide this service in Scotland.",2013-04-03,2013-04-03,Term name changed from 'Septic tank and cesspit emptying' to 'Pollution control - septic tank and cesspit emptying - information' in version 3.00. Name changed to 'Septic tanks and cesspits' in version 4.00.,Service
867,Service delivery consultation,Live,"Consulting with individuals and businesses to ensure that services meet the needs of customers.  This allows service users and other interested parties to have opportunities to be involved in planning, prioritising and monitoring of services. It also gives customers an opportunity to see all consultation activity, both current and in the past.",2013-04-03,2013-04-03,Term name changed from 'Consultation overview' to 'Council - consultation - service delivery' in version 3.00. name changed to 'Service delivery consultation' and scope notes revised in version 4.00.,Service
933,Severe weather warnings,Live,Issuing of warnings of potential extreme weather which may cause danger to life or severe disruption to communications or transport.,2013-04-03,2013-04-03,Term name changed from 'Severe weather warnings' to 'Emergencies - severe weather warnings' in version 3.00. Name changed to 'Severe weather warnings' in version 4.00.,Service
1376,Sewerage,Live,"Construction and operation of public sewerage systems. This includes sewer, pumping stations, treatment plants and sludge treatment. The purpose is to collect waste water, transport it to treatment plants and releasing the purified water into a water body.",2013-04-03,2013-04-03,Added in version 3.09. Name changed to 'Sewaerage' and scope notes updated in version 4.00.,Service
1489,Sewerage and drains - notification,Live,"In order to connect up to the municipal water and/or sewage network, you shall complete and submit an order, a so-called service notification. Connection to water and sewage service may not be made until the service notification has been submitted. Notification is made by sending in two copies of water and sewage drawings together with a completed service notification. The water and sewage drawings shall show the pipe lane and dimension which is to be carried out on the building site and at the point of connection. The service notification form can be ordered from the water and sewage unit or found on karlstad.se.",2013-04-03,2013-04-03,Added in version 3.11.,Service
388,Sex establishment licence,Live,"In order to operate a sex shop or other sex establishment as defined under relevant legislation a licence is required. All applications must be advertised in the local press. In addition, where the application is in respect of a premise, a notice must be displayed outside the premises. The local authority is responsible for processing applications and issuing of licences.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 to cover Scottish legislation. Term name changed from 'Licence - sex establishment' to 'Licences - sex shops' in version 3.00. Name changed to 'Sex establishment licence' in version 4.00.,Service
1395,Sexual health,Live,Clinics providing advice on the treatment and prevention of sexually transmitted diseases.,2013-04-03,2015-02-05,Change of name and add to LGSL,Service
229,Shared care for adults,Live,Shared care offers short term care to adults who are unable to live on their own (without a full-time carer) and the people who care for them.  The care can vary in length from a few hours up to a maximum of two weeks at a time and is provided by people approved by Social Services to be shared carers.,2013-03-04,2013-04-03,Description updated in April 2020 review,Service
261,Shared care for children and young people,Live,"The Shared Care Scheme aims to provide regular short term breaks for children and young people with disabilities, by linking them with approved carers who look after them for short periods of time. This can be from a few hours to a weekend a month.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Shared care for children' to 'Children and young people - shared care' in version 3.00. Name changed to 'Shared care for children and young people' in version 4.00.,Service
1720,Shared home ownership,Live,"A shared ownership allows the owner to own a percentage of their home, for which they will pay a mortgage.  The remainder of the property is owned by the local authority to whom rent is paid.",2014-02-20,2014-02-20,,Service
706,Sheep and goat movement licence,Discontinued,"""Whenever sheep or goats are moved from one location to another the relevant authority must be notified. 
In Scotland notification must be issued to SAMU (Scottish Animal Movement Unit) and in England/Wales to the relevant local authority on form AML1.""@en",2013-04-03,2019-01-25,Added scope notes in version 2.02. Scope notes changed to include Scottish authority in version 3.00. Term name changed from 'Licence - animal movement' to 'Licences - animal movement' in version 3.00. Scope notes and name updated in version 3.09. Name changed to 'Sheep and goat movement licence' in version 4.00. Deprecated 25/01/2019. Responsibility of national agencies not LA.,Service
107,Sheltered and supported housing,Live,"Sheltered accommodation and supported housing are types of accommodation for older people or people with a disability, which include relevant care and support services.  SSheltered housing is available for older people who wish to remain independent, but have help available should they need it.  Supported housing is usually for people with disabilities who need housing-related or care-related support. The council carry out an assessment of applicants and maintain a waiting list until suitable properties become available.",2013-03-04,2013-04-03,Label and description modified to include other assistance in April 2020,Service
230,Sheltered housing - older people,Live,Sheltered housing is a flat or bungalow especially designed and built with the needs of elderly people in mind.  Sheltered housing is run and maintained by the council and is usually available to residents in the local area who feel that they require support to live independently.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Sheltered and supported housing' to 'Housing - sheltered - older people' in version 3.00.,Service
496,Shop front improvement grants,Live,Local shop owners may be eligible for a grant to renovate their shop front in order to improve the overall appearance of the local area.  Shop front grants provide financial assistance towards the cost of materials subject to eligibility and meeting local criteria.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Town centre management - shop front grant' to 'Town centres - shop front improvement grants' in version 3.00. Name changed to 'Shop front improvement grants' in version 4.00.,Service
1790,Short breaks,Live,"Short breaks enable children and young people with disabilities and/or additional needs to join in with safe, fun and interesting activities and to give parents or full-time carers an opportunity to have a short break from caring.",2017-05-08,2017-05-08,Added in March 2017.,Service
950,Shotgun certificates,Live,Processing of applications and issuing of a certificate to hold a shotgun,2013-04-03,2013-04-03,Term name changed from 'Shotgun certificates' to 'Certificates - shotgun' in version 3.00. Name changed to 'Shotgun certificates' in version 4.00.,Service
1115,Single Shared Assessment,Live,"Single Shared Assessment (SSA) is the approach to be used by staff for all service users who need or request help from one or more professional discipline or agency. It recognises that many people have health, social care and housing needs and that agencies must work together so that assessment and subsequent care planning are person centred, needs led, co-ordinated and effective.",2013-04-03,2013-04-03,Name changed to 'Single Shared Assessment' in version 4.00.,Service
1794,Skills for living,Live,"Helping individuals with learning difficulties and/or disabilities to learn skills that support independent living and developing skills for work. Courses aim to equip learners with the skills to be able to manage tasks more independently, both at home and in the community. These include such topics as personal health and hygiene, personal and social development, and cooking",2017-05-08,2019-05-16,Added in March 2017.,Service
689,Skip hire,Live,Provision of council owned skips available for hire to residents and local businesses for waste disposal. Skips will be delivered and collected as part of the hire agreement.,2013-04-03,2019-01-25,Added scope notes in version 2.02. Scope notes updated in version 3.00. Term name changed from 'Commercial waste - skip services' to 'Refuse - skip services' in version 3.00. Name changed to 'Skip services' in version 4.00. Name changed to 'Skip hire' 25/01/2019,Service
695,Skip operator licence,Live,A person wishing to place a skip on the highway must obtain a licence from the local authority.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Licence - skip operators' to 'Licences - skip operators' in version 3.00. Name changed to 'Skip operator licence' in version 4.00.,Service
521,Skip permits,Live,"If you propose to occupy or open part of a road (i.e.. carriageway, footway, footpath or cycle path etc), there is a requirement to obtain permission from the local Roads Authority. This is done by applying for the relevant permit.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 to include Scottish legislation. Term name changed from 'Skip permits' to 'Refuse - skip permits' in version 3.00. Name changed to 'Skip permits' in version 4.00.,Service
1258,Slaughterman licence,Live,"A licence is required by anyone engaged in stunning, slaughter or killing of any animal",2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Slaughterman licence' in version 4.00.,Service
1724,Smallholdings,Live,Provision of land which may be used for agriculture or to keep livestock providing opportunities for persons with sufficient experience to be farmers on their own account.  There are restrictions on the number of people who can be employed on a smallholding.,2014-02-20,2014-02-20,,Service
1575,Smoke control areas,Live,"Local authorities may declare the whole or part of the district of the authority to be a Smoke Control Area. It is an offence to emit smoke from a chimney of a building, (commercial or residential), from a furnace or from any fixed boiler if located in a designated smoke control area. It is also an offence to acquire an 'unauthorised fuel' for use within a Smoke Control Area unless it is used in an 'exempt' appliance ('exempted' from the controls which generally apply in the smoke control area).",2011-02-21,2011-02-21,Added scope notes in version 3.12.,Service
1086,Smoking ban,Live,"Enforcement of a ban on smoking in most enclosed public spaces. Environmental Health Officers have the power to enter all 'no-smoking premises' in order to establish that the smoke-free legislation is being enforced in accordance with the law and can give out fixed penalty notices to people whom they believe are committing, or have committed, an offence.",2013-04-03,2019-05-16,Term name changed from 'Pollution control - smoking in enclosed public places' to 'Smoking ban enforcement - enclosed public spaces' and scope notes updated in version 3.02. Name changed to 'Smoking ban' in version 4.00.,Service
562,Snow clearance,Live,Keeping roads and pavements clear of snow and ice in severe winter weather conditions.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Snow clearance' to 'Roads - snow clearance' in version 3.00. Name changed to 'Snow clearance' in version 4.00.,Service
1756,Social care financial assessment,Live,Anyone who has been assessed as needing social care services from the council will also have a financial assessment to determine if they are required to pay for any of the services provided and how much any payments should be.,2015-06-22,2015-06-22,,Service
1806,Social clubs and groups,Live,Local clubs and groups where people can meet and socialise with others.  Some groups and clubs may provide additional activities in addition to the opportunity to meet and talk to others.,2019-05-16,2019-05-16,Added in May 2019.,Service
1105,Social Enquiry reports,Live,"Following conviction, or a finding at an Examination of the Facts (EOF) that the person did the act or made the omission constituting the offence, the court may ask for a social enquiry report (SER) to be provided by criminal justice social work staff in accord with national standards.  Reports are prepared for all young offenders under the age of 21, all adult offenders who may be sentenced to custody for the first time and any other case as the sentencer may determine.",2013-04-03,2013-04-03,Name changed to 'Social Enquiry reports' in version 4.00,Service
868,Social housing policy,Live,"The needs, resources, options and priorities for housing in the borough",2013-04-03,2013-04-03,Term name changed from 'Social housing policy' to 'Housing - social housing policy' in version 3.00. Name changed to 'Social housing policy' in version 4.00.,Service
1259,Social landlord registration,Live,Anyone wishing to operate as a social landlord must be registered to do so by the appropriate authority.,2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Social landlord registration' in version 4.00.,Service
1419,Soil excavation,Live,Anyone wishing to carry out ground excavation and/or to transport or re-use excavated soil requires a permit to do so.,2013-04-03,2013-04-03,Added in version 3.09.,Service
1260,Solicitors practising certificate,Live,All practising solicotors are required to hold a practising certificate,2013-04-03,2013-04-03,Added in version 3.07,Service
1261,Solvent emissions registration,Live,Any business that causes solvent emissions is required to be registered,2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Solvent emissions registration' in version 4.00.,Service
1330,Solvent emissions regulation,Live,Anyone wishing to operate an installation where such operation results in the emission of volatile organic compounds into the atmosphere requires a permit.,2013-04-03,2019-01-25,Added in version 3.09. Name changed to 'Solvent emissions regulation' in version 4.00.,Service
1825,Spatial development strategy,Live,Spatial development strategies are prepared by an elected Mayor or a Combined Authority. They provide strategic policies for the development and use of land in the area they cover.,2020-08-26,2020-08-26,Added in August 2020.,Service
9,Special educational needs assessment,Live,"The assessment of special educational needs may be considered when a child has severe or complex educational needs for which additional resources, or alternative provision may be required to meet their needs.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Special educational needs (SEN) - assessment' to 'Education - special educational needs - assessment' in version 3.00. Term name changed to 'Special educational needs assessment' in version 4.00.,Service
10,Special educational needs placement in mainstream school,Live,"The local authority seeks to meet special educational needs in local mainstream schools, or at a school or unit which has additional resources to meet particular needs.",2013-04-03,2019-01-25,Added scope notes in version 2.02. Term name changed to 'Special educational needs - placement in mainstream school' in version 4.00. Name changed to 'Special educational needs placement in mainstream school' 25/01/2019,Service
40,Special educational needs transport,Live,The local education authority sometimes provide free home to school transport for a child with special educational needs. Eligibility is based on assessment of individual need.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Special educational needs [SEN] - transport' to 'Education - special educational needs - transport' in version 3.00. Term name changed to 'Special educational needs transport' in version 4.00,Service
