Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1757,Adult care plan,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,147,Assisted garden maintenance,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,242,Care at home,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,209,Care needs assessment,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,313,Community alarms and Telecare,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,287,Direct payments,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,178,Home adaptations and aids,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,271,Incontinence laundry service,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,204,Independence support for disabled people,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,269,Keeping warm in winter,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,833,Leaving hospital,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,315,Mobile meals,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,180,Occupational therapy,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,312,Out of hours social care,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,261,Shared care for children and young people,Live,Service
79,Care at home,Live,,2013-03-04,2013-03-04,,Need,121|110,Safe and appropriate home|Improved health and wellbeing,Improved health and wellbeing,,is addressed by,205,Specialist equipment and support for disabled people,Live,Service
114,Dealing with substance abuse,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,727,Alcohol advice and support,Live,Service
114,Dealing with substance abuse,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,730,Drugs advice and support,Live,Service
114,Dealing with substance abuse,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,199,Health advice,Live,Service
114,Dealing with substance abuse,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1746,Stopping smoking,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,642,Activities for children and young people,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,640,Activities for older people,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,27,Adult education and learning,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,700,Advice for young people,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,190,Benefits advice and assessment,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,313,Community alarms and Telecare,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,272,Community and accessible transport,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,1149,Community centres,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,297,Community support groups and organisations,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,163,Counselling,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,296,Day centres,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,651,Debt counselling,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,423,Home safety advice,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,241,Inclusive leisure and social activities,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,1772,Integrated family support,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,1284,Mental health support,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,164,Protection from harm,Live,Service
111,Emotional wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|69,Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,189,Welfare rights advice,Live,Service
113,Losing weight/Healthy eating,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1789,Exercise and fitness classes,Live,Service
113,Losing weight/Healthy eating,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,199,Health advice,Live,Service
113,Losing weight/Healthy eating,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1793,Outdoor activities,Live,Service
113,Losing weight/Healthy eating,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,451,Sports facilities,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,642,Activities for children and young people,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,640,Activities for older people,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,1789,Exercise and fitness classes,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,465,Fishing ,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,241,Inclusive leisure and social activities,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,456,Leisure passes,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,336,Municipal golf courses,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,1793,Outdoor activities,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,1081,Outdoor activity centres,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,455,Sporting club grants,Discontinued,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,641,Sports clubs and groups,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,885,Sports development,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,881,Sports equipment hire,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,451,Sports facilities,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,639,Sports grants,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,1674,Swimming pools and water based activities,Live,Service
67,Sports and physical activity,Live,,2013-03-04,2013-03-04,,Need,65|110|69,Leisure activities|Improved health and wellbeing|Social inclusion,Improved health and wellbeing,,is addressed by,643,Young people's organised activities,Discontinued,Service
112,Stopping smoking,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1746,Stopping smoking,Live,Service
118,Mobility,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,,,,,,,,,
117,Accessible transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|69,Mobility|Social inclusion,Mobility,,is addressed by,280,Bus passes for disabled or older people,Live,Service
117,Accessible transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|69,Mobility|Social inclusion,Mobility,,is addressed by,272,Community and accessible transport,Live,Service
117,Accessible transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|69,Mobility|Social inclusion,Mobility,,is addressed by,901,Demand responsive transport,Live,Service
117,Accessible transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|69,Mobility|Social inclusion,Mobility,,is addressed by,275,Disabled taxi card,Live,Service
117,Accessible transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|69,Mobility|Social inclusion,Mobility,,is addressed by,276,Motability scheme,Live,Service
117,Accessible transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|69,Mobility|Social inclusion,Mobility,,is addressed by,221,Rail cards for disabled or older people,Live,Service
120,Travel pass or permit,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118,Mobility,Mobility,,is addressed by,280,Bus passes for disabled or older people,Live,Service
120,Travel pass or permit,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118,Mobility,Mobility,,is addressed by,279,Disabled parking permits,Live,Service
120,Travel pass or permit,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118,Mobility,Mobility,,is addressed by,275,Disabled taxi card,Live,Service
120,Travel pass or permit,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118,Mobility,Mobility,,is addressed by,907,Transport tickets and passes,Live,Service
121,Safe and appropriate home,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,,,,,,,,,
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1158,Development control enforcement,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,487,Full planning applications,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1707,Local development order,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1709,Neighbourhood development order,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1730,Outline planning consent,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,516,Planning decision notices,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1737,Planning pre-application advice,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1735,Removal/variation of planning conditions,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,485,Residential planning applications,Live,Service
116,Planning permission,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1785,Self-build and custom build register,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,293,Adult hospice care,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1121,Adult placement,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,292,Adult residential care,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,264,Hospice care for children and young people,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,263,Residential care for children and young people,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,260,Respite care for children and young people,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,229,Shared care for adults,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,261,Shared care for children and young people,Live,Service
82,Residential care,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,107,Sheltered and supported housing,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,650,Accommodation certificates,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,292,Adult residential care,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1123,Affordable housing,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,86,Allocated council homes,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,77,Asylum seekers and refugee support,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,913,Empty residential properties,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1619,Ending housing tenancy,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,85,Hard to let properties,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1714,Hostels and emergency accommodation,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,912,House clearance and re-housing,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,716,Houses in multiple occupation register,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,87,Housing association  nomination and registration,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,911,Housing referrals,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,713,Introductory council tenancies,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1719,Local authority mortgage scheme (LAMS),Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,88,Mutual home exchange,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,92,Registering for a council property,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,151,Right to buy your home,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1720,Shared home ownership,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,107,Sheltered and supported housing,Live,Service
73,Somewhere to live,Live,,2013-03-04,2013-03-04,,Need,121,Safe and appropriate home,Safe and appropriate home,,is addressed by,1617,Tenant references,Live,Service
69,Social inclusion,Live,,2013-03-04,2013-03-04,,Need,,,,,,,,,
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,642,Activities for children and young people,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,640,Activities for older people,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,448,Archives,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1149,Community centres,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,755,Community facility grants,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,296,Day centres,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,241,Inclusive leisure and social activities,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,437,Library facilities,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,444,Mobile libraries,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1081,Outdoor activity centres,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,670,Outdoor play facilities,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,461,Parks and open spaces,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,451,Sports facilities,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1674,Swimming pools and water based activities,Live,Service
71,Community facilities,Live,,2013-03-04,2013-03-04,,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,643,Young people's organised activities,Discontinued,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1791,Arts  and creative classes,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,838,Arts organisations and events,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,468,Countryside events,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,624,Exhibitions,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,465,Fishing ,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,733,Local attractions and facilities,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,336,Municipal golf courses,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1018,Museum collections,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1020,Museum events and exhibitions,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,620,Museums and galleries,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1517,Music rooms and recording studios,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1540,Nature reserves,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,463,Outdoor events,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,451,Sports facilities,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1674,Swimming pools and water based activities,Live,Service
115,Hobbies and interests,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,65|69,Leisure activities|Social inclusion,Social inclusion,,is addressed by,1109,Zoos and farm parks,Live,Service
38,Language/cultural support,Live,,2013-03-04,2013-03-04,,Need,69,Social inclusion,Social inclusion,,is addressed by,77,Asylum seekers and refugee support,Live,Service
38,Language/cultural support,Live,,2013-03-04,2013-03-04,,Need,69,Social inclusion,Social inclusion,,is addressed by,852,Citizenship ceremonies,Live,Service
38,Language/cultural support,Live,,2013-03-04,2013-03-04,,Need,69,Social inclusion,Social inclusion,,is addressed by,895,Citizenship education,Live,Service
38,Language/cultural support,Live,,2013-03-04,2013-03-04,,Need,69,Social inclusion,Social inclusion,,is addressed by,169,Translation and interpreting,Live,Service
38,Language/cultural support,Live,,2013-03-04,2013-03-04,,Need,69,Social inclusion,Social inclusion,,is addressed by,737,Traveller children support,Live,Service
